"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"MAPK7" 7.23180711801842 7.12544548002631 7.14906630133479 6.97402470123762 7.60803289328163 7.1997184653646 7.03630176679272 6.92067244135696 7.43946838081631 6.91924476513915 7.26478875801323 7.27689567096422 7.35419943225384 7.30349716500384 7.24122586967889 7.3190793358015 7.16742112545389 7.31268072982716 7.31872187695815 6.68812302492881 7.29118752854019 7.24919649377497 6.83678883965751 7.27876093400058 7.3375582057333 6.99499625695301 7.04283210281366 7.02045816896329 7.04858192004994 7.04369680997446 6.76426488126454 6.81446787524267 7.39924466463102 7.29589738948788 7.40078432613761 7.30323114798398 7.1789240889008 7.30453070804719 7.25511212811263 7.09323893897324
"MAPK8" 8.19994573636726 8.1685189444062 8.07548219141428 8.04338779807555 8.30281641841226 8.12895596329052 7.8874302673477 8.20792745770382 8.16117648970148 7.62788322277257 8.45902117465748 8.53349371512959 8.40092775050097 8.28780643809092 8.35732096993989 8.24496711180388 8.22685408937834 8.35732096993989 8.27743365541586 8.19179379914989 8.11981090936212 7.54096073429308 8.27279646031629 8.13873737938004 7.41441002680818 8.23990029452855 7.25511212811263 8.28780643809092 8.14953627894062 8.72933661720403 8.00261763249678 8.11034165429609 8.10738915173934 8.37321543006011 8.35732096993989 8.3785331135081 8.22685408937834 8.43879706137335 8.47169479144089 6.756817624409
"MAPK8IP1" 8.11679275805549 8.33712495917261 8.00261763249678 7.9180422202944 8.5072089995713 8.27279646031629 7.62963448791555 8.10738915173934 8.39516491900897 7.29153454894122 8.17258546147808 8.14953627894062 8.15381023593612 7.90144264234395 8.0702369003289 8.11981090936212 7.94062541130337 8.23535446778627 8.16117648970148 8.07794977457022 8.03290365695531 7.07140683936787 8.01441152080669 8.20792745770382 7.39390126147645 8.15381023593612 7.22822059603235 7.95670220992484 8.14217547643601 8.05384224219446 8.18389779367479 8.32308195334429 8.0702369003289 8.49255631141163 8.05922349720612 8.21710647923011 8.18389779367479 8.28220684903668 8.21710647923011 7.19443761621541
"MAPK8IP2" 7.30453070804719 7.11364636598332 6.99036376569194 7.065045281207 7.37724433300766 7.1376635997651 6.75563225223823 6.7175471092236 7.12002627451511 6.67081449191689 7.25398107871992 7.25125953363477 7.13531988865341 7.00399727454623 7.32542979199585 7.36547323999952 7.11183036761469 7.32360615268583 7.21340177066775 7.14774415319076 7.05516809933027 7.16583663557586 7.02786274889322 7.19152699788797 7.3089277781971 7.0710109955383 7.18186095649759 7.07870864005225 6.89256388809833 7.13123966323144 6.87375298157752 6.93962562046011 6.96225511339332 7.09261463148087 7.53802400178078 7.23064926249695 7.20512094006668 7.24092664310173 7.21515793304869 7.29722034809244
"MAPK8IP3" 7.31331864773217 6.95072853985024 7.26383853685566 7.17202937873208 7.44184969784253 7.18888233747309 7.12031732496933 6.9017857332485 7.20915406117929 6.87458549386581 7.15598950241066 7.06241428345888 7.21985476782966 7.20149384031243 7.22521986808073 7.34387686924376 7.29427709049212 7.11568350232716 7.28670066211145 7.04067569870324 7.35609050438893 7.33325930316822 7.1801907634602 7.23285162861336 7.33159110312451 7.10421237860007 7.18424995422953 7.11481465841756 7.26606568054516 7.16885639354887 7.03884116587218 7.03422221633147 7.37409823672027 7.1350547955236 7.53840762366437 7.27599101524974 7.23600872377785 7.23600872377785 7.11303626691267 7.34776198562397
"MAPK9" 7.11271964605171 6.8488931599569 6.95841377028462 6.90844309139598 7.19302235131673 6.74058170011636 7.01410222419305 6.81210271089196 6.86506757206046 6.82863937087973 7.00639333807898 7.02015597758951 7.12700056586736 7.11183036761469 6.89997196445465 6.99282676291056 7.00464182781453 6.83764506207878 6.98073943614633 6.70929125159713 6.8384908742178 6.87878504676841 6.8841018463775 7.0525668611523 7.26444421698562 6.70647475898241 7.15513607855786 6.89405477700979 7.16742112545389 6.90288561924899 6.82152492041069 6.80175185627841 6.95177887646406 6.73345066134442 7.43477499918382 6.50428991041153 6.65617844575257 6.64997007088835 6.82675423530657 7.73095488075366
"MAPKAPK2" 8.54714096109856 8.40092775050097 8.5606260649611 8.46554713239384 8.59125667988701 8.41991798150617 8.56872396745406 8.38986072459704 8.60639524033538 7.86442710762124 8.44530866639955 8.50015917395494 8.76030369011436 9.08992695468456 8.5072089995713 8.71941241902856 8.94184466751777 8.44530866639955 8.90247172965648 8.5072089995713 8.35732096993989 7.78314520656755 8.62172926209803 8.18389779367479 7.28360325154058 8.25870175807944 7.30660856080001 8.50015917395494 8.57628295807828 8.43879706137335 8.55352558453493 8.43236714988537 8.58366229996441 8.12595439231527 8.58366229996441 8.46554713239384 8.31265398478835 8.34167121466895 8.22685408937834 7.09838557036528
"MAPKAPK3" 7.68999376862923 7.68142713966252 6.98899184403629 7.10154591717387 7.73007930847034 7.46877795600702 7.31268072982716 7.20456830093709 7.62905710536085 6.97942243939105 7.68929642342797 7.73331264837484 7.55645936885672 7.31609647363335 7.5550066990354 7.61941596534172 7.22488858724623 7.5184943634252 7.33616483074688 7.5550066990354 7.50189033584945 6.23153256673136 7.30111302065241 7.21186448345545 7.15973818948363 7.15372778416202 6.9774144855069 7.07538576283671 7.02282419788988 7.55163535804301 7.11883516180332 7.03630176679272 7.04728003481854 7.32700272446947 7.64085831551393 7.55550698561651 7.41833385520744 7.40811801473422 7.43810661783904 7.21186448345545
"MAPKAPK5" 8.07292302142858 8.13200022372764 7.90921735879334 7.79975903696837 7.98900768742188 8.0305576850717 7.69744140384039 7.67682130040244 7.94612744741137 7.32737701696521 8.11034165429609 8.31812660239265 8.10171296046554 7.98673080113348 8.19179379914989 8.25870175807944 8.26368462452193 8.12895596329052 7.98900768742188 8.17258546147808 8.28780643809092 7.97538006864718 8.10171296046554 7.50108797879163 7.14876874444874 7.73823655580268 7.04696160198167 7.69594125877292 7.93209579855137 7.94062541130337 8.12283501279097 7.98673080113348 7.97890103758095 7.84562454339176 8.10738915173934 8.01441152080669 8.0305576850717 8.10446692360442 8.10171296046554 7.38115404443657
"MAPT" 6.62066713155079 6.77180676660338 6.80890550384985 6.44450758175391 7.29960322045968 7.14031075274857 7.09194969341741 6.782424128388 7.11568350232716 7.16123558804437 6.69789519560667 6.83051679214294 6.84751653796517 7.03762612880872 5.97512010352653 5.72785454165873 6.1093147634693 6.06363865482613 6.09123163512014 7.04629759581872 6.6217213969741 7.24727076951277 7.18044080934665 6.63405623517237 7.0812707933186 7.18133260137346 7.26702748293886 6.97466063178007 7.23314518747362 6.36194534419108 7.24498281071424 7.27377377838968 7.19329314242284 6.9717109215705 6.60477497331037 6.68734673102611 6.89768393468252 6.91441852775967 6.78657037405118 7.83649603865414
"MARCKS" 7.11790765381522 6.10027875429814 6.75388377194148 6.67325032765811 6.54163197085379 6.58692675645464 6.9442680724624 6.94830945127914 6.49315289112583 7.13473253008305 6.1093147634693 6.60905972326877 6.3070729339098 5.82440520536062 4.52236097915857 4.58474026023718 6.22093466911746 5.56075571314681 6.17069741986023 7.00800666770966 6.96118116736672 7.2142506923039 7.09457514573324 6.64551622644022 6.71945491928666 7.03734789934519 7.2456302642465 6.89883289889418 7.04590708744406 7.01981344054372 7.16769479520988 7.16340833002178 6.8761396394514 6.61116506862865 6.14912938120328 6.13388087841434 5.7550038349936 6.16390451043196 6.86463333200649 7.70696743984222
"MARK2" 7.58688390953821 7.3008079762178 7.36812779993441 7.36780387766703 7.65207166505389 7.60336610405373 7.44482903918977 7.73173909943868 7.70543008160985 7.47960349548273 7.34552532242941 7.37165341344066 7.2667068023134 7.65514641422944 6.70785934860411 6.49693317215257 6.42413353838633 6.96158889317778 6.55099315097478 7.60468419026125 7.75048911739728 7.68536792962937 7.80288483786151 7.34649887918076 7.19910563744521 7.76779219060525 7.26543677279869 7.80079395868532 7.90144264234395 7.58298863119921 7.81537571233992 7.85795566957723 7.70966508150079 7.81537571233992 7.80391802356605 7.8916533847853 7.79280367611444 7.9180422202944 8.15381023593612 6.95739391930676
"MARS" 6.88265993882994 7.47677796023721 7.41256354800087 7.44184969784253 7.55834141500111 7.60747822805111 7.21091837317942 7.1997184653646 7.51406914624722 7.09838557036528 7.36648807391594 7.32901126239866 7.15946316604893 7.48968139230247 7.04530158458388 6.8733891501488 6.68734673102611 7.35732324966816 6.7028905567293 7.26730427439172 7.3484336146718 7.1009993275611 7.34971777513422 7.24498281071424 6.9353416459131 7.17105181092519 7.21612033415745 7.24533025435696 7.46105914458375 7.26509187619772 7.42288272437449 7.23033913045091 7.56817290575729 7.43625668360344 7.2969132479346 7.31134512708591 7.39355398666934 7.39169939085022 7.52522648169709 7.7325531010532
"MARS2" 6.60365501174259 6.66825391235217 6.71480217990199 6.81540824911763 6.59703316703237 5.78175245723352 6.43784955599968 6.61971945622693 5.63994177175512 6.83051679214294 5.94684940029591 6.47516472729761 6.1093147634693 6.19404554689199 6.09123163512014 6.25244690446127 6.41440420277977 6.10027875429814 6.35572227930412 7.14798254947763 6.52009077873704 6.72083569579437 6.7028905567293 6.43784955599968 6.67414076893244 6.93190000139021 7.21643352890192 6.98519771425555 6.756817624409 6.95739391930676 6.77744526530914 6.70713742363769 6.77576165311882 6.50962595548786 6.79320873764963 6.72152124202269 6.45984335819353 6.40119606991114 6.79320873764963 7.03465108129108
"MAT1A" 6.78601157360269 7.07693848543787 7.26543677279869 7.27080648457059 7.1864334632833 7.1057545473334 7.25542918019105 7.02441798969513 7.1433922524931 7.34935849493654 6.82625767192212 6.93062690359186 6.83804520687089 6.923654919428 6.18830835283902 6.40681336654875 6.39032669615059 6.26210007715782 6.44881732471142 7.20689866356642 7.08281506419319 6.96005926366971 7.44871373330224 6.80372260103613 6.87097950361731 7.2933226404816 7.13273166942663 7.04919489615975 7.67207532292377 7.21782106737455 7.14427841382263 7.21888052986334 7.39279691451775 7.29118752854019 6.64917244088857 7.26146360873078 7.13645715247909 7.20512094006668 7.1789240889008 6.87842749810762
"MAT2A" 7.41758706036585 7.1245426694959 7.02089639957293 7.16556554376108 6.96909505201971 7.33226634621446 6.94830945127914 7.16499825318308 6.81957877622517 7.13152057452775 7.21217502766629 7.20776808910442 6.8410876058349 7.07334327170265 7.32260950669678 7.53802400178078 7.2075122653113 7.29777692086124 7.54414490224832 7.16949892449381 7.09786876828266 7.08518274100977 7.49081503119472 7.04919489615975 6.17696780823276 7.59650983624124 7.89295065338315 7.83649603865414 7.51704910700678 7.46143228912626 7.53802400178078 7.51982050677941 7.64618295818856 7.62364827539646 6.3842591619081 7.45419384570878 7.47475976479244 7.43810661783904 7.46179624917722 7.35516025391821
"MAT2B" 7.32166010329745 6.70437051644309 7.15056407411684 7.07921700054035 7.04562852756931 7.01577034092912 7.32133260873487 7.38621461014315 6.86096405803551 7.67746806121797 6.51303492995635 7.11303626691267 6.28238835892487 7.03073621794282 7.07379086654087 7.09613631218323 7.15919887683951 7.30453070804719 7.21985476782966 7.30140399185575 6.83190923559038 7.2955917140698 7.43810661783904 5.51613128071441 5.989287331845 7.46424204012511 8.66290133526966 7.68703103043486 7.44906491473244 7.2386881007002 7.58993596340359 7.53425321969541 7.30754851755908 7.02553616868639 6.72965338273248 7.06447040108183 6.27033512163024 6.96844675081409 7.07630004123295 8.21238628426013
"MAX" 7.30627110427234 7.13091299143261 6.84797764786998 6.75176686794935 7.20366709888082 7.16151865757934 7.09062919336189 7.23670135563581 7.19751282054333 7.31297246463424 7.11393919118899 7.13531988865341 7.11010236741764 6.99652120760542 7.15142400021331 7.17765267425078 7.05221153595683 7.16368117193941 7.1801907634602 6.85129675971676 6.74176712093603 7.00730164353635 7.25013196583083 7.22788713844956 7.3754531030261 6.8345165639838 7.30520181081156 7.19910563744521 7.01031962058312 7.14684823154947 7.08551649197909 7.20092505489465 7.04667466760604 7.16527279635576 7.09029710250935 7.29395065889482 7.07173068803457 7.17509463503473 7.11047470963802 7.36615492222108
"MBD4" 8.37321543006011 8.21710647923011 8.57628295807828 8.21238628426013 8.39516491900897 8.34167121466895 8.19179379914989 8.72933661720403 8.66290133526966 8.5072089995713 8.05922349720612 8.14585828898134 8.3785331135081 8.08094893281812 8.00002278697395 8.13200022372764 8.14953627894062 7.97321427261252 8.29292017513757 8.48528891401923 8.38434205011232 7.5924438564575 8.07794977457022 8.61416131569039 7.42288272437449 8.71941241902856 7.26509187619772 8.09587307056852 8.28780643809092 7.93902651395212 8.40683739119694 8.59958209404951 7.94779170079842 7.89439018648192 7.49328324032122 7.91365796857514 8.10446692360442 7.890206023063 7.79280367611444 7.43401352593232
"MBOAT1" 7.37200853763437 7.40078432613761 7.3411527689597 7.47033206214082 7.50998771858608 7.46832176178131 7.29777692086124 7.54315062693189 7.69370663265237 7.52107354996277 7.39924466463102 7.45382425739239 7.11883516180332 7.14370416796455 7.50771339648091 7.64219967511486 7.49005773762248 7.64297706737251 7.69818538038834 7.46557643932398 7.24949874807389 7.86442710762124 7.57447353371142 7.20392712271504 6.77005097014338 7.60167860001168 7.95670220992484 7.93902651395212 7.4276304478141 7.62417332924071 7.74073914392341 7.70620639253219 7.76490119774624 7.60747822805111 7.10664095700456 7.42997788339762 7.45343414055047 7.38588420392752 7.48809991086256 7.01255076124666
"MBOAT2" 7.56767690210152 7.26206722094467 7.7850808749877 7.88461667459658 7.04889823850426 7.47072712276915 7.85919582500921 7.84447527455349 7.16769479520988 8.45203938910876 7.34213304750053 7.31268072982716 7.27167348859504 7.47845414482843 7.50064214595209 7.54009893806502 7.73667692273048 7.47801910001953 7.80288483786151 7.64021984335815 7.48619157575268 7.94446375420169 7.68862649380747 7.20945745273937 7.00864120663029 7.81866263346304 8.91476836917586 7.91963287940667 7.67143007131363 7.63135003005023 7.75748254031545 7.77934614013221 7.55383935095359 7.54504765244793 7.10072457487507 7.4843371049749 7.55207293614988 7.43547805287184 7.49895249532166 7.46877795600702
"MBOAT7" 7.68292022406114 7.37797337526731 7.07199736721683 7.06157728195086 7.36000802468707 7.465969997185 6.89481330542402 7.17994285971465 7.45980707860437 6.81116919037097 7.38423456874837 7.41332276065055 6.93845529239614 6.5358118933156 7.35897465534107 7.25943325787797 7.06996872013549 7.63755072402857 7.19181496167886 7.70876883604056 7.18214121696159 8.17258546147808 7.27818771396259 7.21749808046715 6.035411235223 7.67021198131282 7.68862649380747 8.01905864269976 6.95670676259637 7.72073567079224 7.83649603865414 7.71127364147825 7.87036150534842 7.83287543936763 6.95421473384391 7.43435353743575 7.47759927380963 7.40508760728261 7.60803289328163 7.35798456952141
"MBTPS1" 7.6348542251141 7.19008456361769 7.05065276053105 7.02998931607236 7.08786867237976 7.45980707860437 7.32422552385374 7.51894394252699 7.21718446166798 7.14684823154947 7.48400972676003 7.52023557686306 7.16061368569596 7.19910563744521 6.73890038267476 6.66561053752516 6.27033512163024 6.77907101624617 6.47315797630787 7.55119423987279 7.22024119769843 7.75926489876054 7.4550339720648 7.15112192182659 6.80123045717014 7.70966508150079 7.16286967121044 7.47960349548273 7.40591103673067 7.62788322277257 7.58504274227541 7.57880616604266 7.48505781819513 7.60984955409223 6.99909349581666 7.54055370765381 7.58881160658217 7.60398458397004 7.67950960597576 7.54551299985659
"MBTPS2" 7.13559085624754 6.92257855437099 6.5683015646604 6.66561053752516 6.64640198475626 7.31134512708591 6.91334560293007 7.29656004071257 7.04858192004994 7.11183036761469 7.15284897658356 6.9717109215705 6.80890550384985 6.91615723361748 6.47516472729761 6.10027875429814 6.21579531564562 6.27858723023397 6.32686950571573 7.361328567287 6.78394183972427 6.81722819325526 7.13181333436676 6.99730296118063 6.90324782079502 7.25749738920458 7.22635980008648 7.15625721538441 7.30484619466538 7.29261354946888 7.15540842064849 7.20456830093709 7.42471185831359 7.41508638232843 6.87458549386581 7.44684757462755 7.34776198562397 7.3804148124473 7.3804148124473 7.35386990198849
"MCAT" 7.05878039064589 7.03762612880872 7.24341870823684 7.34873454963593 6.99619709479145 6.9136660044193 6.92975394928009 6.95388640244537 6.84445432156956 7.086821744389 6.65088969851084 6.69933263178036 6.68812302492881 6.82291453675291 6.87842749810762 6.96815126072505 7.25155406357053 6.9047001441646 7.13826882960563 7.16232164225163 6.93062690359186 7.23959262086495 7.14306359839841 6.77907101624617 6.8488931599569 7.24250033928645 8.09587307056852 7.57006782107944 6.85080262692217 6.99437021689424 7.32360615268583 7.31842261144008 7.24396003249771 7.0292493156207 7.02710518916837 6.96225511339332 6.90029867085179 6.87770476680878 6.99794070111844 7.22788713844956
"MCCC1" 9.17997671961688 8.98080628006199 8.71941241902856 8.95478554150489 9.02530808225788 8.95478554150489 8.7991610836643 9.02530808225788 8.95478554150489 8.54039253984619 9.10263728268692 9.10263728268692 9.03666538507621 9.24324781649817 8.98080628006199 9.10263728268692 8.82447102992461 9.03666538507621 9.19470411782039 9.03666538507621 9.13117959546704 7.38621461014315 9.13117959546704 8.83466512475728 7.1284826818826 8.86329610065724 9.56734900040449 9.42089944974115 9.08992695468456 9.27542566295032 9.35567698620734 9.40408656360391 9.22418705055724 9.22418705055724 9.07608582934772 9.20962390779166 9.06430631760706 9.01171963554519 9.06430631760706 7.46671642945695
"MCCC2" 7.3518789249167 7.50377836312188 7.64798582139792 7.74073914392341 7.26987899703219 7.38230048973939 7.33920912489057 7.47226413169939 7.3089277781971 7.60869617961224 7.19414098767884 7.13245182760988 7.0964454131173 7.2138332848639 7.35386990198849 7.27964439445988 7.51937024476863 7.43218451612492 7.43031585450554 7.21312230830583 7.42797356959849 7.57052614994205 7.47845414482843 7.02152599128389 7.02183530301933 7.5184943634252 8.33712495917261 7.84790216157369 7.58018811697213 7.3800804933286 7.56575695049024 7.65833704978257 7.53718957905384 7.39924466463102 7.12788633492102 7.21515793304869 7.3348646292387 7.32700272446947 7.35868251335768 7.40668883723856
"MCEE" 7.55290582630662 7.62304783681644 7.86297723653052 7.87878130102428 7.26894432538445 7.67345502678467 7.85047629138771 7.99763694253423 7.18772447868851 8.41991798150617 7.75388786806085 7.58993596340359 7.73420223268083 7.77179761169179 7.72073567079224 7.57249090591134 7.80899877187191 7.59528687985096 7.82297553814523 7.80993216372952 7.38654308807895 8.23990029452855 7.80079395868532 7.26260303726872 7.18072020003944 7.88605768110041 7.95487557157275 7.84336012634995 7.87178153177562 7.71604315259654 7.68013616962869 7.75388786806085 7.83869577703474 7.74651307328859 7.18392066923814 7.70470313856203 7.72000439930096 7.70299853055594 7.65771904009753 7.24593926128433
"MCF2L" 7.03918922074639 7.0167031242672 7.18451244059896 6.84362320295731 7.14943037073089 7.21059874329322 7.09893983903562 7.03392308712972 7.2489348895686 7.3474162385537 6.99766349793274 6.810737928262 7.14224775471791 7.04100204808644 7.1433922524931 7.26350803367822 7.12938729564109 7.07870864005225 7.27876093400058 6.80468153072997 7.06795642344016 7.12938729564109 7.3167797744658 7.22756442148661 7.40157251961895 6.5751048807538 7.22089439321769 6.88065409017735 7.10181418689673 6.74884629584814 7.14999305061175 7.22879132303718 7.46918327496587 6.89053952143146 7.14089812425808 7.15372778416202 6.84570176278124 6.99132609797483 7.08341310995639 7.2740971128937
"MCM10" 7.43946838081631 6.91794288842056 6.83100140806166 7.00898418968758 6.75004072309061 7.0027478690029 7.5909059573742 7.62304783681644 7.03500687167658 7.52386088063469 7.2933226404816 7.18612907732726 7.38346418671607 7.2142506923039 7.35008824458614 7.24433576211365 7.64490678338359 7.03666412033377 7.42400555335547 7.3405299303816 7.43547805287184 7.54270647349729 7.19999321248745 7.39551338949503 7.43071724114892 7.29226617325961 7.28843535221637 7.20945745273937 6.96599409538465 7.38992634288561 7.49165924060888 7.38115404443657 7.11818265182297 7.11271964605171 7.50681288752329 7.29656004071257 7.26861676826958 7.10897359171175 6.99589872461411 7.10260783033206
"MCM2" 6.83146217692218 6.51656746936296 5.7550038349936 5.88352179874485 6.06363865482613 6.63138353315372 6.09123163512014 6.37476595215756 5.82440520536062 6.48738704984154 6.62862611008077 6.47706054742408 6.44667388302336 4.43197132406709 6.94364129585285 6.92332030641495 6.81160167891193 6.77063588475705 6.80423442622142 6.51656746936296 6.63701768081662 6.57753391299187 6.73536073398247 7.23254960905243 7.39169939085022 6.13388087841434 7.15056407411684 6.80564063655952 5.20408256180342 6.49315289112583 6.70143840980526 6.76595940629958 6.93926133679711 6.57633825809122 6.62365915491233 6.58359407109672 6.50962595548786 6.7637104380843 6.96952304511145 7.66571609459237
"MCM3" 7.41296714192784 7.27229218907923 7.42572526357483 7.34711545204608 7.05157685072354 7.27320211238732 7.24760722794686 7.43914989271406 7.05615464351952 7.44756520834833 7.35579769190515 7.31942116866742 7.43990889039001 7.11687598388127 7.34552532242941 7.1245426694959 7.34213304750053 7.13884454727103 7.3484336146718 7.46067430818498 7.28199432247854 7.40811801473422 7.30323114798398 7.47886261937839 7.46557643932398 7.24919649377497 7.20724885375237 7.27050496001112 6.75738700728216 7.42216583203698 7.33097072182428 7.2891842856262 7.47111206326904 7.3951095691779 7.30520181081156 7.4550339720648 7.33128554789972 7.35868251335768 7.32737701696521 7.74572892432156
"MCM4" 6.95251725157629 7.22239708394978 7.23992872565947 7.15225985940258 7.16232164225163 7.2428099466881 7.1245426694959 7.22521986808073 7.16340833002178 7.25749738920458 7.01000581813792 6.93385336790566 7.07845780507108 6.95841377028462 7.19506358358536 7.19443761621541 7.23842920362706 7.17943075847574 7.23697657563136 6.89167240264842 7.04828133565456 7.18072020003944 7.31508616096472 7.34321433012831 7.47190247961845 6.98673649725784 7.16034919275347 7.05294473159053 7.0296283006247 7.02015597758951 7.20621049788605 7.25848774855093 7.56190426144789 7.3266976490447 7.26861676826958 7.21612033415745 7.20271533297042 7.24341870823684 7.19302235131673 7.37908054697788
"MCM5" 8.53349371512959 8.53349371512959 8.41346208224993 8.28780643809092 8.23097553240898 8.62172926209803 8.31265398478835 8.43236714988537 8.27743365541586 8.39516491900897 8.31812660239265 8.29292017513757 8.30281641841226 8.39516491900897 8.64644864942002 8.44530866639955 8.50015917395494 8.50015917395494 8.46554713239384 8.49255631141163 8.71059324943199 9.5515461577935 8.71059324943199 8.67070380663871 7.68613591822328 8.38434205011232 7.36303727558676 8.85309525217721 8.5606260649611 8.38434205011232 8.76996198405319 8.68556236688215 8.76030369011436 8.72933661720403 8.88828912198827 8.84364365367412 8.73909536267935 8.74911421082077 8.78960899832864 7.40473155379442
"MDC1" 7.68472395732246 7.39135109584217 7.54055370765381 7.6258656077353 7.02152599128389 7.36922173948078 7.61663603004232 7.6092449311982 6.87498272206213 7.65947185731207 7.53718957905384 7.31430189352209 7.63238550909901 7.40191905186147 7.64674112832018 7.46995147086358 7.52061873043239 7.35419943225384 7.6188116373068 7.60635548998134 7.55290582630662 7.18711105380347 7.44834227425016 7.63378127911229 7.42099622362605 8.00517320569844 7.17968229686443 7.48619157575268 7.34082562471671 7.67345502678467 7.41833385520744 7.3800804933286 7.74651307328859 7.6122178634657 7.39551338949503 7.62788322277257 7.5924438564575 7.52171437528647 7.61828550615847 7.18612907732726
"MDH1" 7.62470732926448 7.55878455969525 7.6188116373068 7.82070459462367 7.12148027812798 7.45944747118232 7.27229218907923 7.66448699062102 6.79369153465143 7.41256354800087 7.73667692273048 7.61770095837875 7.48619157575268 7.36547323999952 7.62734216141599 7.3522067115395 7.36994813238857 7.68350298489346 7.48364444849238 7.72919859571151 6.86315864392891 6.87176973280124 7.39471904055497 7.3089277781971 7.1033688727922 7.50900665960318 7.82403931521935 7.81752736813254 7.09029710250935 7.98673080113348 7.66195024633934 7.58018811697213 7.70387280536159 7.66697226287708 7.15345247058627 7.55163535804301 7.5550066990354 7.50020711754211 7.70299853055594 9.40408656360391
"MDH2" 7.65947185731207 7.65833704978257 7.57687709381641 7.73095488075366 7.47845414482843 7.59935022868196 7.48328565862721 7.73095488075366 7.56190426144789 7.57447353371142 7.58298863119921 7.58064305563175 7.40473155379442 7.49765452434876 7.56817290575729 7.32422552385374 7.31233251195634 7.64674112832018 7.59474505733834 7.91069783391635 7.28843535221637 7.73173909943868 7.54270647349729 7.25656271973378 6.90805491127207 7.76381148429011 7.60869617961224 7.94612744741137 7.59817742348804 7.84233779172451 7.81968203626775 7.78684410838957 7.90761911313529 7.80587939474325 7.22089439321769 7.63818582167025 7.6676068290205 7.67082498907486 7.69370663265237 8.678118836875
"MDK" 7.22635980008648 7.50064214595209 7.86752280418031 7.80899877187191 7.55550698561651 7.43625668360344 7.63022568053879 7.48656249224966 7.65636487650178 7.63313660584697 7.38115404443657 7.24664900331029 7.64798582139792 7.49509795726166 7.52344545752004 7.63431927275209 7.84447527455349 7.42957768488312 7.85551956601874 7.36303727558676 7.62240723487172 7.36682218690586 7.58407992065135 7.47845414482843 7.67281304302121 7.49637005838474 7.11568350232716 7.18921999750287 7.29589738948788 7.3375582057333 7.34711545204608 7.47677796023721 7.79077537493973 7.33718304198472 7.2710808311369 7.41296714192784 7.42881155895978 7.34321433012831 7.14400989547189 7.39067145149041
"MDM2" 7.42507289693426 7.69134796463571 7.99298096054851 8.03537047427459 7.75135370580175 7.50900665960318 7.73900473839359 7.61281691198445 7.74402420158714 7.46373467917915 7.48727117019021 7.67143007131363 7.78222058692462 7.3800804933286 7.57249090591134 7.65392640835892 8.05922349720612 7.51228932879919 7.80491921220721 7.69594125877292 7.70620639253219 7.22608664380165 7.72073567079224 7.67413413880802 7.53381852811779 7.75301446839283 7.04562852756931 6.98005670552757 7.47801910001953 6.9823262948309 7.51348691945993 7.65207166505389 7.21612033415745 6.79269743217779 6.95739391930676 6.97500801661388 7.41053724307829 6.87807424040719 6.8461204209974 6.92975394928009
"MDM4" 6.66226499017715 7.31395623075325 7.2352625743208 7.06214084540331 7.19242637357917 7.00770316791566 6.589347284864 6.73601271026345 7.16206006567507 6.48530220232929 6.96084726431257 7.08710247811104 6.92257855437099 6.3842591619081 7.01410222419305 7.10773381173302 6.96324706594285 7.09926091582139 6.89651952686665 6.82435830530055 7.07750896787521 7.40228096999167 7.00541295242913 7.33986224473564 7.39693372577736 6.81856958230599 6.78821153605738 6.71480217990199 6.43343131087258 6.82435830530055 6.923654919428 7.06996872013549 7.14514520561541 6.69276343394999 6.60365501174259 6.54800420715745 6.70437051644309 6.81765148353904 6.66640660848777 7.23842920362706
"MED13" 6.73224311871581 7.04134387514396 6.80656828401326 6.90392523005605 6.91756267445628 6.63609870600754 6.76949718127323 6.62763218824409 6.77180676660338 6.52009077873704 7.00800666770966 7.04437108123332 7.02248607223598 6.65974019879128 6.86230290869665 6.89921381159424 6.82488309384223 6.77576165311882 6.79632948683833 6.77853938808878 6.81394592798224 6.76037169842054 6.77522596843334 7.17918019674208 7.37445203384213 4.86059974663853 6.79480414823493 6.72965338273248 6.44450758175391 6.64088481161071 6.72083569579437 6.68971439185022 6.66561053752516 6.86791075406029 6.90844309139598 6.67663525272067 6.78296662062503 6.59596436310539 6.9826637656287 7.50634955541059
"MED16" 7.49844586619453 7.6613272960751 7.63959532623287 7.4329080885528 7.68703103043486 7.62963448791555 7.48727117019021 7.31842261144008 7.6676068290205 7.08518274100977 7.54551299985659 7.52652386268762 7.57494246313073 7.26509187619772 7.56291981482556 7.48470917746823 7.49122596964634 7.5229907182592 7.46022644756308 7.18478857128542 7.48578836420004 7.5229907182592 7.6613272960751 7.50681288752329 7.40951180942841 7.01546814769803 6.72294410072025 7.17674848672871 7.63080096907134 7.45613271013242 7.5229907182592 7.48656249224966 7.59528687985096 7.54800879543692 7.16340833002178 7.4108483106246 7.44684757462755 7.41796527695346 7.48036409867361 7.27437652084384
