"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"COASY" 6.64268954947171 7.15024472731509 7.04403963507741 6.93107894910975 7.2710808311369 7.28885812989066 6.54022680464522 6.60799449406052 7.14716145342032 6.76893645533954 7.0781798685427 7.06560465067027 6.93385336790566 6.88618573554013 7.01546814769803 6.93107894910975 6.71683828570331 7.27846645725741 6.73770246520072 6.97312320792572 7.07693848543787 6.98635681729404 7.09167733546339 6.77576165311882 6.75506173042422 7.15056407411684 7.48077039952114 7.28433160708996 7.20029119162427 6.83549332125641 7.07379086654087 7.12088449781054 7.05458794942616 7.17477193000953 7.16151865757934 7.04530158458388 7.18161203805696 7.27500216174305 7.43845533358351 7.49465869986895
"COL10A1" 7.35039705536643 6.19935597686897 6.5724686501776 6.71343565590431 6.52009077873704 6.43784955599968 7.09987674558103 7.06560465067027 6.49878999013139 7.20307924853638 6.89017519526057 6.75738700728216 6.8801385221174 6.94395870172724 6.81210271089196 7.03422221633147 6.98841473022824 6.68812302492881 6.99652120760542 6.83345971207049 7.14543263425894 7.10154591717387 6.63701768081662 7.39848011409157 7.55247179343135 7.00864120663029 6.8051739521901 5.97512010352653 7.1282173453362 6.82720649998271 6.69345032801178 6.66825391235217 6.66313359028591 6.73027868505518 7.72073567079224 6.91615723361748 7.03535229647877 6.85221459499234 6.79686196307611 6.78553343618582
"COL11A1" 7.27935067665979 6.672400008052 6.45095291069178 6.57753391299187 6.81812979833042 6.88837945044923 6.96676435192712 6.93609950407029 6.98805470508684 6.90963122016618 6.92448598439474 7.04696160198167 6.63701768081662 6.61769187738758 7.19008456361769 6.97272053394456 7.01809832401582 7.24498281071424 7.03500687167658 6.66313359028591 6.97671436034239 6.78452130637624 6.61231765967669 7.45269727714562 7.49765452434876 6.73165546677975 6.63609870600754 6.35874641464427 6.35243699437189 6.94117881838257 6.69206107180858 6.61872865845803 6.46864091721325 6.81494559259745 7.50020711754211 7.03500687167658 6.92935588269625 6.95177887646406 6.79044413815452 6.89167240264842
"COL11A2" 7.54701941932854 7.08281506419319 6.97875839434764 7.1245426694959 7.21546870956135 7.27500216174305 7.18507860004303 7.13360575609653 7.14031075274857 7.21312230830583 7.27818771396259 7.30349716500384 7.04034961728814 7.22151896977746 7.451480421416 7.47886261937839 7.31268072982716 7.28039547333276 7.40742317152607 7.14906630133479 7.31942116866742 7.18738424947017 7.01439832776616 7.47801910001953 7.51487796467245 7.15740067530748 6.40119606991114 6.62267268995747 7.00464182781453 7.47317241331229 6.97136944742904 6.94608311525061 7.0027478690029 7.2746668626226 7.5032679835836 7.30754851755908 7.36303727558676 7.34146465058917 7.09672169827992 7.01000581813792
"COL12A1" 7.05790030973564 6.44450758175391 5.46291907347538 6.035411235223 6.94496657812339 6.68656466486289 6.64551622644022 6.39589352527172 7.12911607640034 6.80610538152722 6.87842749810762 6.93807604664024 6.756817624409 6.95072853985024 7.15198648752352 7.20665018331045 7.20366709888082 7.14684823154947 7.29806302153582 6.43120570238101 6.86010680848243 6.22664674027079 6.72512709279761 7.29261354946888 7.44834227425016 6.93647716353061 6.57753391299187 6.34147338596056 6.73089471134223 6.96952304511145 6.72713870752982 6.7430420786884 6.42897948277204 6.61660575841208 7.18888233747309 6.8801385221174 6.8818612496881 6.77063588475705 5.82440520536062 6.96743389991503
"COL14A1" 7.14543263425894 7.25070830004715 6.84838415950754 7.00368310148726 7.16556554376108 6.88971108272082 7.02183530301933 6.99589872461411 6.92721490357613 6.83345971207049 7.15946316604893 7.04919489615975 6.87807424040719 6.79480414823493 7.33689979495145 7.30587788850696 7.16151865757934 7.3474162385537 7.15682904792265 6.53418554384438 7.03110328417821 7.12700056586736 6.61769187738758 7.54371241667887 7.5418397602381 6.86572138316906 6.81446787524267 6.45553802403762 6.77005097014338 7.20564992670081 6.80940980480407 6.76649286382764 6.78990580778175 6.82101769876559 7.45856972773863 7.15168190102238 6.66394670105178 6.82003096244027 7.10260783033206 6.86935378103681
"COL15A1" 8.76030369011436 8.47810048002535 8.34167121466895 8.62913642146093 8.2978854947268 8.56872396745406 8.61416131569039 8.78960899832864 8.12283501279097 8.76030369011436 8.30781906257786 8.23535446778627 8.28780643809092 8.63734110553558 8.33246818978698 8.48528891401923 8.45203938910876 8.34660258437524 8.67070380663871 8.72933661720403 8.98080628006199 8.18389779367479 8.78960899832864 9.10263728268692 8.73909536267935 8.25441725646115 7.1997184653646 8.34660258437524 8.67070380663871 8.59958209404951 8.88828912198827 8.90247172965648 8.81597015663557 8.76996198405319 9.02530808225788 8.71941241902856 8.71941241902856 8.678118836875 8.62172926209803 7.33689979495145
"COL16A1" 7.85160255252564 7.89858696582177 7.890206023063 7.82719647533114 7.80687656302899 7.87734542891607 7.82297553814523 7.93045533277583 7.75388786806085 7.64914255092324 7.94062541130337 7.84925650665343 7.85919582500921 7.95670220992484 7.91365796857514 8.07548219141428 7.95670220992484 7.91069783391635 8.11034165429609 7.67746806121797 7.9639135669319 8.87468348601524 7.92707521605463 8.2978854947268 8.26825565966481 7.86040612509904 7.00065416694699 7.62663239557819 7.91220747044599 8.01201682898053 8.17258546147808 8.23990029452855 7.84790216157369 8.24496711180388 7.96036386367431 8.01201682898053 7.98673080113348 7.94942895795733 7.70054779034018 7.49419948916618
"COL17A1" 7.75748254031545 7.70696743984222 7.09987674558103 7.07948582826174 7.46749891407308 7.59650983624124 7.1773353348536 7.55445425726591 7.05645798343846 7.33652731124186 7.75748254031545 7.71041208148971 7.63313660584697 7.59042837846247 7.87178153177562 7.80079395868532 7.87317586921355 7.76975798738079 7.74402420158714 7.86887647320428 7.70775798916301 6.92448598439474 7.99763694253423 8.13200022372764 7.76975798738079 7.52522648169709 6.99067219352822 7.28039547333276 7.71753563210418 7.43106280865812 7.87734542891607 8.02115491549281 7.62470732926448 7.67746806121797 8.17258546147808 8.09025086243471 8.01201682898053 8.00261763249678 7.77551365199526 6.57033600334127
"COL18A1" 7.38077968351102 7.35970433398553 7.62364827539646 7.6122178634657 7.19443761621541 7.4550339720648 7.6160554112766 7.53332412156211 7.29992185868005 7.84562454339176 7.30924165373107 7.00511197904329 7.32392100859464 7.67485431181933 7.48258056455805 7.70620639253219 7.80792553924476 7.31134512708591 7.85919582500921 7.27348855404078 7.74802496527767 7.30293076514135 7.50681288752329 7.86170551849458 9.35567698620734 7.53011850708153 6.92860936043797 7.1617956479572 7.39728701144459 7.23992872565947 7.38505625526538 7.42360102854336 7.74802496527767 7.40591103673067 7.75221038510069 7.57304596955039 7.49509795726166 7.39431830543956 7.26175598301956 7.35868251335768
"COL19A1" 6.92177606852707 6.55543871748802 6.89921381159424 6.8761396394514 6.39032669615059 6.7113619717571 7.28497070892653 7.11109075515705 6.75506173042422 7.44995570198503 6.52319056686922 6.44024052722615 6.76481882269937 6.84570176278124 6.99999745101472 7.17393811777184 7.33819782971078 6.75738700728216 7.25820786470611 7.09893983903562 7.13998952301175 7.05645798343846 6.9687987649254 7.56126845273501 7.97321427261252 7.01377281154948 6.87058943835421 6.68084996400963 6.5358118933156 6.85714799370977 6.95421473384391 6.99407274914319 6.87217092182517 6.54954280850226 7.57633452162204 7.08814120758866 6.92103540060604 6.80991236410509 6.73716225678988 6.57033600334127
"COL1A1" 7.38423456874837 7.21816791342966 7.39924466463102 7.25943325787797 7.38077968351102 7.4166988539587 7.37908054697788 7.42360102854336 7.51135575610512 7.28702369898192 7.44336321000082 7.47226413169939 7.24219116531117 7.28775385264541 7.52756944693621 7.54096073429308 7.76975798738079 7.52215446793187 7.63818582167025 7.13939610331358 7.57836971185993 7.71511756085679 7.14224775471791 7.77074423398194 8.16490504575309 7.43435353743575 6.77295619282125 6.71001140134733 7.3348646292387 7.27633905124353 7.13645715247909 7.15711832591871 7.1370771219073 7.28039547333276 7.52257911714718 7.28744141057429 7.32073803448527 7.3319292655226 7.16312695786014 7.29589738948788
"COL1A2" 7.12938729564109 7.05065276053105 7.36886202327018 7.29192987286752 6.84064799928842 7.0667778013232 7.22181517497206 7.58781496102899 7.07025502651443 7.62851598844857 7.52476972842048 7.5166204030195 7.46518487060512 7.74487350130715 7.53840762366437 7.64852342825918 7.72671712682918 7.52522648169709 7.65947185731207 6.98966798462015 7.35970433398553 7.18612907732726 7.21486742627256 7.76103958639454 8.30281641841226 7.01714045403884 6.77352979691713 6.83100140806166 6.98476486434675 7.29722034809244 7.39767452852767 7.17840122412589 7.07593634723749 7.09866985383627 7.71127364147825 7.22331708370137 7.22392488039358 7.1009993275611 7.11010236741764 7.89589859995193
"COL20A1" 7.32737701696521 7.20339659779259 7.08018963862291 7.28360325154058 6.68494814213313 7.22665931061657 7.24919649377497 7.09167733546339 7.24919649377497 7.12088449781054 7.00065416694699 6.63515887753132 6.84662515711405 6.89846116527975 7.3846112770608 7.4422094882929 7.25943325787797 7.1124268809991 7.29291135987792 7.29427709049212 7.55074667713342 6.60477497331037 7.06271583027971 7.69440122309141 7.86297723653052 7.3248473127127 6.70929125159713 7.05764371260372 6.75004072309061 7.10748791265145 6.99872475846753 7.03851349691975 7.00464182781453 7.25793253999538 7.54461817173164 7.61357043739316 7.32452899395284 7.34776198562397 7.38346418671607 6.96633944191222
"COL21A1" 7.68613591822328 7.3484336146718 6.97402470123762 6.87580565797225 6.6435640749158 7.54650372978674 7.36958595714684 7.41709344848881 6.96676435192712 7.2829425236552 6.96774005817746 6.80468153072997 6.79795702835864 6.96324706594285 7.19387869625059 7.13273166942663 7.25568520837114 7.07291894883166 7.09029710250935 7.5919380424148 7.21612033415745 6.78132950398883 7.26232973748787 7.73744829155921 7.57590398980957 7.2390465363508 6.78657037405118 7.10925581219791 6.51134080998398 7.3459013594144 7.24154055004504 7.33652731124186 6.95072853985024 7.17563249362502 7.70696743984222 7.32260950669678 7.3518789249167 7.2075122653113 7.28567656376713 7.11568350232716
"COL22A1" 7.26206722094467 7.40951180942841 7.77179761169179 7.42727389407692 7.18334983673731 7.47886261937839 7.46143228912626 7.39623613218297 7.41709344848881 7.46424204012511 7.4140470965999 7.29118752854019 7.44064153964568 7.56669248494068 7.41709344848881 7.45613271013242 7.57356560628957 7.26350803367822 7.52958654087526 7.13360575609653 7.3232430434266 7.12597344728219 7.23285162861336 7.71753563210418 8.2978854947268 7.15885612839433 6.70218533962963 6.83804520687089 7.14716145342032 7.05845273703472 7.14628425234866 7.25511212811263 6.8956892733471 7.19938410210942 7.37871027652924 7.22521986808073 7.27196818464747 7.22788713844956 7.13792379672539 6.57033600334127
"COL23A1" 6.65260561158152 7.30323114798398 6.85221459499234 6.80326172197232 6.95037895782122 7.05294473159053 6.85623716892077 6.76709176844174 7.0292493156207 6.84662515711405 6.90765550946171 6.4666242878595 6.77522596843334 6.89651952686665 7.15682904792265 7.26146360873078 7.20724885375237 7.03500687167658 7.17294825301281 6.52803342285529 6.70862059103056 7.31268072982716 6.71343565590431 7.6348542251141 7.68013616962869 6.54954280850226 4.86059974663853 6.51134080998398 6.80796302105372 6.71546159565048 6.7592218622127 6.73345066134442 7.12060014305333 6.83678883965751 6.91163915472005 6.69423531238325 6.60799449406052 6.71546159565048 6.70507215940693 6.76649286382764
"COL24A1" 6.47315797630787 6.09123163512014 6.7264358203698 6.72371900184512 5.02945966961328 5.63994177175512 7.02408289268277 6.8956892733471 4.64841904558016 7.18677004172519 6.35243699437189 6.58121105792456 6.75981326387168 6.67325032765811 6.61769187738758 6.81446787524267 6.89405477700979 6.33052038822428 6.8419189877771 7.10955815635661 6.60030612282992 7.07262705445017 6.62561408754912 7.41332276065055 7.67143007131363 6.54163197085379 6.59596436310539 6.45315589936577 6.57753391299187 6.67827870150103 6.68003195184714 6.66394670105178 6.27033512163024 5.20408256180342 7.10045730404533 6.44024052722615 5.86536412449577 5.40723645309134 6.07290296997914 6.84570176278124
"COL25A1" 7.27196818464747 7.12969640760604 7.13273166942663 7.2428099466881 6.91404781467393 7.12969640760604 7.43031585450554 7.25125953363477 7.1060309019039 7.4843371049749 7.07659207033533 7.11364636598332 7.09457514573324 7.07870864005225 7.23344224488578 7.24533025435696 7.37654554171693 7.13973437900847 7.33226634621446 7.35386990198849 7.43144377402925 6.84570176278124 7.09547722426099 7.63959532623287 7.90761911313529 7.18306066299776 6.57097716023595 6.83678883965751 6.80845189972306 7.11656760948968 7.12938729564109 7.22210845028476 7.08647376929313 7.05815661722924 7.23558440179892 7.24122586967889 7.07199736721683 7.01509783486988 7.02480625693394 6.57033600334127
"COL27A1" 9.42089944974115 9.29147977741506 9.29147977741506 9.35567698620734 9.29147977741506 9.30745884430999 9.38816008447111 9.30745884430999 9.20962390779166 9.11678486864231 9.16387327899474 9.14686470170086 9.19470411782039 9.30745884430999 9.27542566295032 9.32425773735255 9.11678486864231 9.25930027868743 9.40408656360391 9.34100620459497 9.42089944974115 7.44097775488918 9.34100620459497 9.58696335803449 8.62913642146093 9.07608582934772 7.28954945875417 9.34100620459497 9.25930027868743 9.35567698620734 9.48314985865675 9.35567698620734 9.35567698620734 9.43615203147225 9.24324781649817 9.27542566295032 9.30745884430999 9.13117959546704 8.92888649652303 6.57033600334127
"COL2A1" 7.64490678338359 7.54009893806502 7.49509795726166 7.4904513077863 7.25511212811263 7.51271894529138 7.33357975029401 7.36511079888706 7.46918327496587 7.00671179563712 7.55163535804301 7.32228582844716 7.39103214709805 7.38731997053224 7.57922193928261 7.39584983209234 7.44404454872681 7.50634955541059 7.46958119748138 7.50189033584945 7.69744140384039 7.41120391870377 7.31331864773217 7.8802435087516 7.97538006864718 7.51982050677941 6.64088481161071 7.32228582844716 7.19535712189255 7.58881160658217 7.54701941932854 7.38731997053224 7.43362558158662 7.5662421648556 7.36336113391172 7.5328462632226 7.55550698561651 7.46877795600702 7.29620500341554 6.7769072737384
"COL3A1" 7.06934159986347 4.71588726526245 6.12580715485919 6.45553802403762 4.58474026023718 4.58474026023718 7.24622885000652 7.17076203679758 5.7550038349936 7.29656004071257 6.5060041635921 6.8410876058349 6.73027868505518 6.61540255250067 6.80123045717014 6.8419189877771 7.01471350209892 6.63801829868784 6.93313191801101 6.86315864392891 6.4666242878595 6.88705861392029 6.6217213969741 7.48218961112605 7.62187782037739 5.5995882428012 6.34879812470924 6.5937906707358 6.85714799370977 6.87259757097644 6.92752588698972 6.71068078918792 6.77638529730542 5.94684940029591 6.98899184403629 6.36194534419108 6.44450758175391 4.78761780648315 5.78175245723352 6.99619709479145
"COL4A1" 7.58298863119921 7.63546133846018 7.94942895795733 7.81323380233713 7.42137527926903 7.63431927275209 7.92112648727598 7.80993216372952 7.68292022406114 7.89858696582177 7.50813670764073 7.1287850191964 7.57052614994205 7.41441002680818 7.63187012415266 7.80899877187191 7.83649603865414 7.43362558158662 7.77373069252374 7.64297706737251 7.8802435087516 7.68215081712466 7.55030217303454 7.87878130102428 8.08094893281812 7.68013616962869 6.65437117939296 7.38077968351102 7.62851598844857 7.67021198131282 7.52958654087526 7.63313660584697 7.72214028779592 7.66448699062102 7.38077968351102 7.76490119774624 7.67207532292377 7.5578797881483 7.27050496001112 7.36682218690586
"COL4A2" 7.24250033928645 7.26924301830865 7.20121559654578 7.29722034809244 7.24122586967889 6.97535191215249 7.24498281071424 7.1457105497611 7.49005773762248 7.13001931059918 7.16499825318308 7.00065416694699 7.05764371260372 7.29118752854019 7.39241252775214 7.33850472023637 7.3348646292387 7.258858177315 7.36749754087091 7.11973646107535 7.46749891407308 6.93347998976509 6.9528322868035 7.73667692273048 7.81537571233992 7.15857888514189 6.63801829868784 7.53192589551835 6.97205429166622 7.63959532623287 6.82195740909152 6.83723138355427 6.88618573554013 7.12031732496933 8.00517320569844 7.64021984335815 7.26795058135308 7.21486742627256 7.14514520561541 7.43589468372167
